periode;maindealercode;maindealername;soff;sales_to_ahass;quantityinunitofentry;unrestricteduse;targetsalesamic;bufferstock
44693;Q01;ASTRA MOTOR PONTIANAK;H720;983;3636;2117;2826;8449
42459;Z11;ASTRA MOTOR JAYAPURA;H790;7921;5442;1760;9199;1797
42879;L01;ASTRA MOTOR YOGYAKARTA;H360;7982;7623;5271;2145;7290
43494;G01;ASTRA MOTOR PALEMBANG;H600;9878;5259;2940;3786;3152
44245;Z11;ASTRA MOTOR JAYAPURA;H790;4188;3730;8177;4617;4799
43981;Q01;ASTRA MOTOR PONTIANAK;H720;2761;1135;4252;4273;7362
44905;R5Z;ASTRA MOTOR SAMARINDA;H800;9474;6923;8956;5300;6015
42655;N02;ASTRA MOTOR MATARAM;H530;5611;568;5351;6226;9496
43620;N01;ASTRA MOTOR DENPASAR;H540;4305;6134;137;5211;8186
42015;G01;ASTRA MOTOR PALEMBANG;H600;2154;2225;6978;2661;9717
42699;N01;ASTRA MOTOR DENPASAR;H540;2053;9074;182;3020;7791
44920;K0Z;ASTRA MOTOR SEMARANG;H350;9516;4759;3545;3060;1396
44182;Q01;ASTRA MOTOR PONTIANAK;H720;1131;9150;6610;6687;1565
42654;G01;ASTRA MOTOR PALEMBANG;H600;3470;4396;5950;5898;3887
45172;R5Z;ASTRA MOTOR SAMARINDA;H800;792;9864;6795;6341;6885
44529;L01;ASTRA MOTOR YOGYAKARTA;H360;5440;7426;2215;7607;725
44972;G02;ASTRA MOTOR BENGKULU;H650;1675;3009;8379;945;8011
42046;Q01;ASTRA MOTOR PONTIANAK;H720;8297;2313;7528;3241;5078
44918;L01;ASTRA MOTOR YOGYAKARTA;H360;4146;2659;2161;2749;2807
44321;R5Z;ASTRA MOTOR SAMARINDA;H800;8739;7320;8429;3868;5805
44059;N01;ASTRA MOTOR DENPASAR;H540;2768;4637;2151;1956;1449
43013;N01;ASTRA MOTOR DENPASAR;H540;926;9031;6055;4940;1689
43082;Q01;ASTRA MOTOR PONTIANAK;H720;9820;2585;8049;6518;574
45047;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2259;9928;1957;5165;9537
44907;Z11;ASTRA MOTOR JAYAPURA;H790;3750;7605;9574;3177;6875
42821;Z11;ASTRA MOTOR JAYAPURA;H790;6250;1814;5546;1599;4807
44222;L01;ASTRA MOTOR YOGYAKARTA;H360;1997;6120;2836;2258;1826
43008;Z11;ASTRA MOTOR JAYAPURA;H790;9440;8380;5743;5286;2936
43398;R5Z;ASTRA MOTOR SAMARINDA;H800;1533;1930;7025;9710;1463
44601;K0Z;ASTRA MOTOR SEMARANG;H350;1290;1396;9503;8693;7432
42990;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5301;699;5188;5068;2198
43444;W01;ASTRA MOTOR MAKASSAR;H760;1555;3002;6210;2260;2997
43579;N02;ASTRA MOTOR MATARAM;H530;6059;3585;6539;1383;7642
44430;W01;ASTRA MOTOR MAKASSAR;H760;5639;22;8157;8546;3509
42935;Q01;ASTRA MOTOR PONTIANAK;H720;516;4093;6169;2676;3585
44761;G01;ASTRA MOTOR PALEMBANG;H600;3908;2489;3514;5855;7356
44451;N01;ASTRA MOTOR DENPASAR;H540;3029;9897;4037;2103;4882
42295;R5Z;ASTRA MOTOR SAMARINDA;H800;6513;327;548;7296;7704
43108;W01;ASTRA MOTOR MAKASSAR;H760;5345;8724;5794;5715;8162
44320;N01;ASTRA MOTOR DENPASAR;H540;3207;5018;9255;5214;8665
42940;R5Z;ASTRA MOTOR SAMARINDA;H800;7106;1506;9018;7161;8641
42661;Z11;ASTRA MOTOR JAYAPURA;H790;4203;3276;6726;9986;3930
43794;G01;ASTRA MOTOR PALEMBANG;H600;2561;2720;3040;4910;8810
43738;W01;ASTRA MOTOR MAKASSAR;H760;7933;6185;3424;2389;5824
42862;G02;ASTRA MOTOR BENGKULU;H650;1673;1958;9254;7677;9930
42792;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6885;1536;9878;8797;3181
42937;K0Z;ASTRA MOTOR SEMARANG;H350;8734;6747;2194;4147;7173
43730;N01;ASTRA MOTOR DENPASAR;H540;2508;7603;8877;7242;1786
44871;N01;ASTRA MOTOR DENPASAR;H540;5153;4048;4383;9232;7462
43283;K0Z;ASTRA MOTOR SEMARANG;H350;4715;4562;5407;7493;8498
43754;Z11;ASTRA MOTOR JAYAPURA;H790;6458;1261;3878;6317;7910
44051;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8069;3904;8997;4439;1324
43046;Z11;ASTRA MOTOR JAYAPURA;H790;468;6113;833;9076;3675
42340;Z11;ASTRA MOTOR JAYAPURA;H790;7281;716;6697;1700;6948
42397;W01;ASTRA MOTOR MAKASSAR;H760;3886;300;7279;3671;9296
42543;Q01;ASTRA MOTOR PONTIANAK;H720;4694;3602;9418;789;8392
44643;R5Z;ASTRA MOTOR SAMARINDA;H800;5430;7356;1535;81;6078
44770;N01;ASTRA MOTOR DENPASAR;H540;5002;5847;3544;4668;8012
42266;G01;ASTRA MOTOR PALEMBANG;H600;5064;2474;6527;4568;3997
44975;R4Z;ASTRA MOTOR BALIKPAPAN;H700;315;1982;801;5354;9543
45011;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3857;1608;7124;8437;8849
42324;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7839;1821;7148;1595;4019
42543;L01;ASTRA MOTOR YOGYAKARTA;H360;3952;1279;1542;9982;8588
43701;Q01;ASTRA MOTOR PONTIANAK;H720;3588;1276;2771;2551;223
44595;W01;ASTRA MOTOR MAKASSAR;H760;770;6291;157;6214;7339
44921;Z11;ASTRA MOTOR JAYAPURA;H790;3481;3044;7682;388;6323
42238;Q01;ASTRA MOTOR PONTIANAK;H720;3529;2993;5611;2641;4785
43281;G01;ASTRA MOTOR PALEMBANG;H600;2767;5656;5649;5002;1532
44806;W01;ASTRA MOTOR MAKASSAR;H760;1888;410;3817;8190;2027
42609;G02;ASTRA MOTOR BENGKULU;H650;463;6983;3526;785;3811
44580;Z11;ASTRA MOTOR JAYAPURA;H790;948;9364;2177;6509;6847
43126;K0Z;ASTRA MOTOR SEMARANG;H350;6336;7680;6100;3130;4929
44200;L01;ASTRA MOTOR YOGYAKARTA;H360;6339;4986;9647;6110;9523
44476;W01;ASTRA MOTOR MAKASSAR;H760;5531;6893;8345;1669;4540
44405;R5Z;ASTRA MOTOR SAMARINDA;H800;9045;5016;8521;7619;1895
42537;N01;ASTRA MOTOR DENPASAR;H540;2728;6284;9159;871;6598
43535;R5Z;ASTRA MOTOR SAMARINDA;H800;9593;713;3422;7788;4070
45162;W01;ASTRA MOTOR MAKASSAR;H760;7952;6961;1613;8906;3894
44242;G01;ASTRA MOTOR PALEMBANG;H600;8464;2721;9481;1598;1256
43869;N02;ASTRA MOTOR MATARAM;H530;4285;3405;9837;6707;9727
44187;G02;ASTRA MOTOR BENGKULU;H650;9945;6894;5713;4390;8383
43313;K0Z;ASTRA MOTOR SEMARANG;H350;5606;4646;2038;671;1473
43954;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3180;4848;7184;3601;8521
42917;G01;ASTRA MOTOR PALEMBANG;H600;7586;7707;4053;8791;719
43915;R5Z;ASTRA MOTOR SAMARINDA;H800;5619;9122;7843;3248;8234
43253;G02;ASTRA MOTOR BENGKULU;H650;6776;2954;3200;5297;1054
43036;G01;ASTRA MOTOR PALEMBANG;H600;9136;2042;2432;8126;794
43320;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4175;9027;2540;9692;6391
43786;K0Z;ASTRA MOTOR SEMARANG;H350;3896;7504;2478;9033;9467
44927;Z11;ASTRA MOTOR JAYAPURA;H790;5935;7841;1910;8274;5596
45162;N01;ASTRA MOTOR DENPASAR;H540;3615;7378;2614;3002;7783
42135;Z11;ASTRA MOTOR JAYAPURA;H790;9852;9064;4565;8986;5838
42151;L01;ASTRA MOTOR YOGYAKARTA;H360;5353;5478;8205;6954;8406
42919;W01;ASTRA MOTOR MAKASSAR;H760;1339;2831;3437;5689;8870
42401;N01;ASTRA MOTOR DENPASAR;H540;1368;7504;9315;2442;5409
44034;N01;ASTRA MOTOR DENPASAR;H540;9535;8205;9353;1687;5262
44683;R5Z;ASTRA MOTOR SAMARINDA;H800;4892;8866;8097;4754;9595
45225;N02;ASTRA MOTOR MATARAM;H530;96;2284;6656;414;6341
45213;R5Z;ASTRA MOTOR SAMARINDA;H800;7132;1734;4305;8106;7020
44544;R4Z;ASTRA MOTOR BALIKPAPAN;H700;751;2744;4352;8373;9690
42552;Q01;ASTRA MOTOR PONTIANAK;H720;9110;8938;8535;4514;8634
44329;Z11;ASTRA MOTOR JAYAPURA;H790;1361;6641;708;5263;8939
42656;R5Z;ASTRA MOTOR SAMARINDA;H800;3375;461;8511;4094;8319
42255;R5Z;ASTRA MOTOR SAMARINDA;H800;176;9809;1156;362;5962
43576;K0Z;ASTRA MOTOR SEMARANG;H350;9199;872;9448;6352;7927
43281;K0Z;ASTRA MOTOR SEMARANG;H350;8569;7610;658;6880;3224
43152;Q01;ASTRA MOTOR PONTIANAK;H720;5239;9641;83;5213;1074
44613;Z11;ASTRA MOTOR JAYAPURA;H790;4061;9722;148;4007;664
43713;L01;ASTRA MOTOR YOGYAKARTA;H360;1472;7091;1104;9393;8769
43546;Q01;ASTRA MOTOR PONTIANAK;H720;1375;2331;7385;928;6832
44001;N02;ASTRA MOTOR MATARAM;H530;2677;1640;786;7146;9527
43067;W01;ASTRA MOTOR MAKASSAR;H760;6465;5761;4202;8726;7310
44228;L01;ASTRA MOTOR YOGYAKARTA;H360;7418;7712;3225;3580;5595
43556;K0Z;ASTRA MOTOR SEMARANG;H350;8960;2791;4394;5246;2430
44456;G01;ASTRA MOTOR PALEMBANG;H600;6952;475;3548;8965;549
42808;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4402;6977;9226;6303;7771
44177;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6640;9985;5133;7279;3891
42423;G01;ASTRA MOTOR PALEMBANG;H600;9328;5507;3619;3911;9676
42776;L01;ASTRA MOTOR YOGYAKARTA;H360;7938;1162;7183;5866;1851
44393;L01;ASTRA MOTOR YOGYAKARTA;H360;7436;6258;9953;9845;5814
43331;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2238;9657;2119;4329;524
42603;W01;ASTRA MOTOR MAKASSAR;H760;6355;1858;8667;2369;2405
42737;W01;ASTRA MOTOR MAKASSAR;H760;1677;5202;9563;3647;418
44283;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3051;1327;8694;2605;5229
42490;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2948;9532;9302;3791;8941
42305;Z11;ASTRA MOTOR JAYAPURA;H790;7150;6542;742;9045;2270
44478;Q01;ASTRA MOTOR PONTIANAK;H720;4071;7368;3867;2550;5884
43948;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8476;6636;9627;9674;7514
43727;K0Z;ASTRA MOTOR SEMARANG;H350;8288;1218;9834;3639;404
42631;N02;ASTRA MOTOR MATARAM;H530;4352;5085;6089;1773;3259
44175;R5Z;ASTRA MOTOR SAMARINDA;H800;7893;7518;4170;2736;8868
43303;G02;ASTRA MOTOR BENGKULU;H650;5387;1021;2856;6377;9477
44732;L01;ASTRA MOTOR YOGYAKARTA;H360;9748;8014;4374;9869;2575
43226;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3934;3838;7346;4209;6645
43765;L01;ASTRA MOTOR YOGYAKARTA;H360;3747;4526;7760;2186;5491
44517;N02;ASTRA MOTOR MATARAM;H530;2672;9690;7499;9299;2281
44482;K0Z;ASTRA MOTOR SEMARANG;H350;2004;2631;7516;5131;3406
42352;N01;ASTRA MOTOR DENPASAR;H540;8218;9098;9240;828;3287
44778;Z11;ASTRA MOTOR JAYAPURA;H790;8398;4429;6771;579;1051
43099;W01;ASTRA MOTOR MAKASSAR;H760;3599;7834;4541;7860;3024
44845;G01;ASTRA MOTOR PALEMBANG;H600;5417;1455;8064;1468;6141
45040;G02;ASTRA MOTOR BENGKULU;H650;5911;6668;9721;6451;8597
44393;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7824;7184;9919;9476;2471
43839;W01;ASTRA MOTOR MAKASSAR;H760;6518;1671;7271;7662;3133
43326;R5Z;ASTRA MOTOR SAMARINDA;H800;9907;7195;7651;8616;9014
42093;G02;ASTRA MOTOR BENGKULU;H650;1959;142;6201;3052;3528
44069;N02;ASTRA MOTOR MATARAM;H530;5847;3836;9636;9547;1323
42757;N02;ASTRA MOTOR MATARAM;H530;549;86;6248;2666;1928
43784;R5Z;ASTRA MOTOR SAMARINDA;H800;6771;1287;9007;5820;2420
42166;L01;ASTRA MOTOR YOGYAKARTA;H360;286;8514;9761;335;7994
44003;Q01;ASTRA MOTOR PONTIANAK;H720;8825;4079;6641;4543;4946
44664;K0Z;ASTRA MOTOR SEMARANG;H350;7210;9785;3871;3974;9084
42329;W01;ASTRA MOTOR MAKASSAR;H760;404;7579;6707;9782;9797
44589;N02;ASTRA MOTOR MATARAM;H530;5208;7381;1543;2370;3239
43386;L01;ASTRA MOTOR YOGYAKARTA;H360;3191;2964;8147;5673;6748
44167;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5441;2549;3729;1847;138
43074;L01;ASTRA MOTOR YOGYAKARTA;H360;3678;2839;8719;3707;1595
42941;N02;ASTRA MOTOR MATARAM;H530;9880;7619;1434;1050;6196
43410;K0Z;ASTRA MOTOR SEMARANG;H350;8764;7734;7191;3464;8844
43465;Q01;ASTRA MOTOR PONTIANAK;H720;1533;4699;8811;8065;7642
44828;G02;ASTRA MOTOR BENGKULU;H650;6400;6033;2475;9950;3022
43201;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4765;3886;4962;3986;3621
42935;Q01;ASTRA MOTOR PONTIANAK;H720;9811;6895;8226;5789;6137
44446;K0Z;ASTRA MOTOR SEMARANG;H350;5743;3322;4302;6384;1179
44645;N01;ASTRA MOTOR DENPASAR;H540;2383;9746;5917;749;3333
44802;R5Z;ASTRA MOTOR SAMARINDA;H800;2501;8208;8016;3404;5877
44141;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7205;82;5502;6294;9225
43581;R4Z;ASTRA MOTOR BALIKPAPAN;H700;7111;6220;8914;9016;1622
43530;G02;ASTRA MOTOR BENGKULU;H650;12;679;6205;2987;8037
43334;Q01;ASTRA MOTOR PONTIANAK;H720;1147;169;439;4018;2769
45076;L01;ASTRA MOTOR YOGYAKARTA;H360;8454;8740;6470;3366;6479
44754;K0Z;ASTRA MOTOR SEMARANG;H350;6706;761;7118;6537;2439
44159;L01;ASTRA MOTOR YOGYAKARTA;H360;4788;4318;9347;476;62
43222;Q01;ASTRA MOTOR PONTIANAK;H720;5608;1520;4894;1456;5317
43022;W01;ASTRA MOTOR MAKASSAR;H760;2094;1157;4098;2818;6398
42069;R5Z;ASTRA MOTOR SAMARINDA;H800;7391;8360;1198;9229;554
42691;G02;ASTRA MOTOR BENGKULU;H650;3490;4291;8614;8542;9474
43510;N02;ASTRA MOTOR MATARAM;H530;5345;7500;6918;1402;2201
44970;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2053;6806;353;8339;652
45161;G01;ASTRA MOTOR PALEMBANG;H600;1487;4461;7963;108;8342
42259;N02;ASTRA MOTOR MATARAM;H530;901;4218;9399;4414;8475
44685;R5Z;ASTRA MOTOR SAMARINDA;H800;8407;6025;773;3986;2062
42152;R4Z;ASTRA MOTOR BALIKPAPAN;H700;450;6287;9134;5362;3011
44569;N02;ASTRA MOTOR MATARAM;H530;401;9217;6995;6225;2243
42054;G01;ASTRA MOTOR PALEMBANG;H600;9897;6639;4302;5437;1716
42217;G01;ASTRA MOTOR PALEMBANG;H600;3892;4502;3159;4343;389
44642;L01;ASTRA MOTOR YOGYAKARTA;H360;8203;1865;6227;5196;5196
42655;Z11;ASTRA MOTOR JAYAPURA;H790;6491;3036;9528;4155;7616
44828;L01;ASTRA MOTOR YOGYAKARTA;H360;9243;2094;7706;4350;3378
42405;N01;ASTRA MOTOR DENPASAR;H540;2093;7667;2598;3288;2635
44888;N01;ASTRA MOTOR DENPASAR;H540;7700;3114;6774;7187;1862
43137;W01;ASTRA MOTOR MAKASSAR;H760;552;6604;7984;8184;9271
44538;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2090;965;5667;4332;1859
43788;W01;ASTRA MOTOR MAKASSAR;H760;536;1928;1712;3450;4606
43958;G01;ASTRA MOTOR PALEMBANG;H600;6895;9986;1153;6495;1698
44424;L01;ASTRA MOTOR YOGYAKARTA;H360;4766;2451;4717;4559;3407
44335;K0Z;ASTRA MOTOR SEMARANG;H350;9117;4836;1291;8057;9127
45217;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4009;6767;1890;5797;1644
44699;N02;ASTRA MOTOR MATARAM;H530;8173;8714;4940;7327;2351
44493;K0Z;ASTRA MOTOR SEMARANG;H350;6644;3389;2833;7726;8252
43279;N02;ASTRA MOTOR MATARAM;H530;9205;6962;3284;9083;9643
43785;N01;ASTRA MOTOR DENPASAR;H540;2240;611;2448;5850;5583
44984;G01;ASTRA MOTOR PALEMBANG;H600;9824;2931;7858;687;695
42814;G02;ASTRA MOTOR BENGKULU;H650;6679;4599;1686;3807;2187
43529;N02;ASTRA MOTOR MATARAM;H530;4458;7874;9411;2235;5462
44246;N02;ASTRA MOTOR MATARAM;H530;2779;1520;8678;8265;7442
43733;N01;ASTRA MOTOR DENPASAR;H540;1508;8397;10000;2847;2286
43648;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5190;2226;8564;9182;8562
44552;N02;ASTRA MOTOR MATARAM;H530;1731;2006;706;112;2038
44262;L01;ASTRA MOTOR YOGYAKARTA;H360;3822;6089;6047;7254;5180
43304;W01;ASTRA MOTOR MAKASSAR;H760;4622;8618;1634;8691;4504
42851;K0Z;ASTRA MOTOR SEMARANG;H350;3300;3588;4202;8287;8957
43018;N01;ASTRA MOTOR DENPASAR;H540;8478;5366;8803;8328;902
43730;Z11;ASTRA MOTOR JAYAPURA;H790;2137;4996;8515;5179;685
42899;Q01;ASTRA MOTOR PONTIANAK;H720;248;2432;5021;940;4744
43934;N01;ASTRA MOTOR DENPASAR;H540;8277;7998;4665;6573;8840
44690;Q01;ASTRA MOTOR PONTIANAK;H720;9466;9151;2334;5975;4264
44581;L01;ASTRA MOTOR YOGYAKARTA;H360;248;629;2506;1542;3498
42142;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3162;320;7544;7821;1093
42579;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9153;5076;5186;7353;7021
42422;N01;ASTRA MOTOR DENPASAR;H540;6742;9372;6353;2770;8450
43369;G02;ASTRA MOTOR BENGKULU;H650;8664;6927;9541;3040;708
42838;K0Z;ASTRA MOTOR SEMARANG;H350;6629;7303;8381;7120;9589
43030;Q01;ASTRA MOTOR PONTIANAK;H720;4751;6550;5941;2331;5909
43075;N02;ASTRA MOTOR MATARAM;H530;1910;696;8456;4605;1866
44166;L01;ASTRA MOTOR YOGYAKARTA;H360;5709;8820;3692;9078;2297
44163;R4Z;ASTRA MOTOR BALIKPAPAN;H700;838;8380;8907;1371;2638
43616;R5Z;ASTRA MOTOR SAMARINDA;H800;5174;9939;9375;4605;9298
43267;Z11;ASTRA MOTOR JAYAPURA;H790;6674;3316;3035;723;992
42515;K0Z;ASTRA MOTOR SEMARANG;H350;5210;5505;2130;7594;1923
45154;N01;ASTRA MOTOR DENPASAR;H540;8621;4015;36;7580;9678
42028;G02;ASTRA MOTOR BENGKULU;H650;4470;8711;978;215;7990
43084;N02;ASTRA MOTOR MATARAM;H530;2456;2270;330;1996;7312
43735;G01;ASTRA MOTOR PALEMBANG;H600;6400;652;1509;8980;7133
44146;W01;ASTRA MOTOR MAKASSAR;H760;4243;2912;3039;394;1759
43154;G01;ASTRA MOTOR PALEMBANG;H600;9913;4754;8654;6214;1965
44791;N02;ASTRA MOTOR MATARAM;H530;9035;3541;2995;4385;4736
43353;Q01;ASTRA MOTOR PONTIANAK;H720;4447;4363;1655;6715;2380
44386;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4835;9582;7313;3699;4942
43760;W01;ASTRA MOTOR MAKASSAR;H760;4435;6666;6494;1415;3119
43973;R5Z;ASTRA MOTOR SAMARINDA;H800;6595;485;9538;6740;2521
44340;G01;ASTRA MOTOR PALEMBANG;H600;2690;1706;9353;5094;4428
42466;L01;ASTRA MOTOR YOGYAKARTA;H360;4185;4783;8048;3636;5810
44373;R5Z;ASTRA MOTOR SAMARINDA;H800;1977;4235;6459;5239;5831
43667;W01;ASTRA MOTOR MAKASSAR;H760;5738;5392;1211;713;6238
42061;Z11;ASTRA MOTOR JAYAPURA;H790;522;5338;4944;3556;2303
44969;K0Z;ASTRA MOTOR SEMARANG;H350;6240;2205;8264;1410;7246
42364;R5Z;ASTRA MOTOR SAMARINDA;H800;6080;8029;3206;5036;3586
42204;R4Z;ASTRA MOTOR BALIKPAPAN;H700;6401;4899;111;1863;3074
44733;Q01;ASTRA MOTOR PONTIANAK;H720;3815;3372;9082;8356;6377
43903;G02;ASTRA MOTOR BENGKULU;H650;9259;2211;8596;1046;5295
44461;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8584;9983;2505;1582;8228
44191;N01;ASTRA MOTOR DENPASAR;H540;8803;8873;7276;9736;4896
42136;N02;ASTRA MOTOR MATARAM;H530;714;2983;6924;3057;3529
44219;L01;ASTRA MOTOR YOGYAKARTA;H360;8619;1309;4818;8125;1881
43540;K0Z;ASTRA MOTOR SEMARANG;H350;9414;525;7602;7539;3763
43077;G02;ASTRA MOTOR BENGKULU;H650;1858;3562;2249;1723;1508
45096;G01;ASTRA MOTOR PALEMBANG;H600;8487;2459;9435;6994;2125
44868;K0Z;ASTRA MOTOR SEMARANG;H350;3724;3615;8004;6493;3268
44029;L01;ASTRA MOTOR YOGYAKARTA;H360;9326;9415;5992;9135;6667
42270;Z11;ASTRA MOTOR JAYAPURA;H790;9054;4803;4274;9531;653
43976;N02;ASTRA MOTOR MATARAM;H530;9912;6001;1618;5983;7036
42180;Q01;ASTRA MOTOR PONTIANAK;H720;1005;8772;721;5876;1004
44605;L01;ASTRA MOTOR YOGYAKARTA;H360;4627;1934;6739;3019;7668
42181;G02;ASTRA MOTOR BENGKULU;H650;4835;8280;7330;2598;4557
43952;G02;ASTRA MOTOR BENGKULU;H650;6967;2172;2597;6064;3162
44298;R5Z;ASTRA MOTOR SAMARINDA;H800;8249;5378;1829;9825;3638
44425;K0Z;ASTRA MOTOR SEMARANG;H350;4221;3212;7100;1647;2497
44041;G01;ASTRA MOTOR PALEMBANG;H600;8077;4021;953;9856;1707
43930;G01;ASTRA MOTOR PALEMBANG;H600;8029;6397;6159;4764;7583
42031;W01;ASTRA MOTOR MAKASSAR;H760;5696;8236;2064;3375;5082
43824;G01;ASTRA MOTOR PALEMBANG;H600;2239;8307;51;3726;5328
43880;N02;ASTRA MOTOR MATARAM;H530;88;3680;2377;1829;2884
44485;K0Z;ASTRA MOTOR SEMARANG;H350;1170;6124;1898;1358;7776
43477;G01;ASTRA MOTOR PALEMBANG;H600;7979;8752;5989;4640;6471
44806;N01;ASTRA MOTOR DENPASAR;H540;8280;8843;1835;3681;8502
42703;G01;ASTRA MOTOR PALEMBANG;H600;3217;9975;9358;5603;1379
44636;K0Z;ASTRA MOTOR SEMARANG;H350;9131;3723;43;3480;1198
42057;W01;ASTRA MOTOR MAKASSAR;H760;4719;7383;2546;8986;4864
44580;G02;ASTRA MOTOR BENGKULU;H650;6628;7113;302;7794;7412
45146;N01;ASTRA MOTOR DENPASAR;H540;9107;6594;6021;6508;8193
45219;L01;ASTRA MOTOR YOGYAKARTA;H360;1364;8391;9413;5050;7941
43660;R4Z;ASTRA MOTOR BALIKPAPAN;H700;4314;7604;1273;72;5294
43274;R4Z;ASTRA MOTOR BALIKPAPAN;H700;2230;7878;9149;4334;7645
44756;K0Z;ASTRA MOTOR SEMARANG;H350;247;2546;3409;4000;7582
42158;G01;ASTRA MOTOR PALEMBANG;H600;2241;1678;4542;9584;6708
43553;R5Z;ASTRA MOTOR SAMARINDA;H800;3046;5855;9087;7702;6231
42327;R4Z;ASTRA MOTOR BALIKPAPAN;H700;1878;9806;930;8478;2652
43281;N01;ASTRA MOTOR DENPASAR;H540;4619;2795;5862;2438;3800
42863;Z11;ASTRA MOTOR JAYAPURA;H790;9491;8061;5406;9632;3075
43087;N02;ASTRA MOTOR MATARAM;H530;811;6072;7291;2874;1394
42174;L01;ASTRA MOTOR YOGYAKARTA;H360;9282;2963;8642;1316;1429
44077;G01;ASTRA MOTOR PALEMBANG;H600;193;8863;4949;3498;2220
43242;G02;ASTRA MOTOR BENGKULU;H650;3929;5485;1102;8586;7165
42868;N02;ASTRA MOTOR MATARAM;H530;3219;850;3846;1413;2000
42965;G01;ASTRA MOTOR PALEMBANG;H600;5474;9428;4805;4772;7891
45103;W01;ASTRA MOTOR MAKASSAR;H760;5938;4097;6704;9429;5014
42787;R5Z;ASTRA MOTOR SAMARINDA;H800;7805;5506;1554;3986;3015
44177;R4Z;ASTRA MOTOR BALIKPAPAN;H700;3530;8079;4774;8695;6127
44043;G01;ASTRA MOTOR PALEMBANG;H600;2102;4483;4675;6737;6211
42780;N02;ASTRA MOTOR MATARAM;H530;1772;6114;7655;925;3283
42946;N01;ASTRA MOTOR DENPASAR;H540;4537;735;5519;785;1251
44369;L01;ASTRA MOTOR YOGYAKARTA;H360;7086;3778;3772;7942;9123
44917;L01;ASTRA MOTOR YOGYAKARTA;H360;1739;4453;3470;8907;2891
45032;G02;ASTRA MOTOR BENGKULU;H650;1424;4001;8719;9589;9401
43418;Z11;ASTRA MOTOR JAYAPURA;H790;3415;790;2463;2850;4811
42852;L01;ASTRA MOTOR YOGYAKARTA;H360;750;8534;3852;8563;4959
43443;K0Z;ASTRA MOTOR SEMARANG;H350;7010;8200;8981;4831;4787
42640;R5Z;ASTRA MOTOR SAMARINDA;H800;3352;405;769;7190;885
43163;K0Z;ASTRA MOTOR SEMARANG;H350;3251;8678;7453;1506;7379
44802;Q01;ASTRA MOTOR PONTIANAK;H720;5508;9671;9022;1534;9151
45092;R4Z;ASTRA MOTOR BALIKPAPAN;H700;8441;4804;736;8223;459
42658;Z11;ASTRA MOTOR JAYAPURA;H790;7514;3318;9857;2178;5901
44712;L01;ASTRA MOTOR YOGYAKARTA;H360;5668;4738;8527;5088;8447
45254;R4Z;ASTRA MOTOR BALIKPAPAN;H700;9410;9812;6528;9391;4699
42782;K0Z;ASTRA MOTOR SEMARANG;H350;7732;5607;339;4082;7971
42734;R5Z;ASTRA MOTOR SAMARINDA;H800;1922;7386;9719;5327;154
42502;K0Z;ASTRA MOTOR SEMARANG;H350;8712;862;7596;3551;2130
44534;N01;ASTRA MOTOR DENPASAR;H540;6442;4706;2982;26;6609
43753;Z11;ASTRA MOTOR JAYAPURA;H790;3647;709;974;8966;9413
43607;R5Z;ASTRA MOTOR SAMARINDA;H800;1652;9159;6346;9808;7642
44812;R5Z;ASTRA MOTOR SAMARINDA;H800;3042;4036;5105;40;7346
43641;G02;ASTRA MOTOR BENGKULU;H650;2618;7990;4382;7179;7671
44666;R4Z;ASTRA MOTOR BALIKPAPAN;H700;5867;9550;6250;4561;9120
42981;Z11;ASTRA MOTOR JAYAPURA;H790;5901;937;8283;1585;9303
44062;W01;ASTRA MOTOR MAKASSAR;H760;7514;9123;5857;4641;6170
44251;L01;ASTRA MOTOR YOGYAKARTA;H360;782;7425;2517;815;4740
42225;N02;ASTRA MOTOR MATARAM;H530;3319;1643;7358;6856;5707
45198;N01;ASTRA MOTOR DENPASAR;H540;1672;2663;4710;426;19
